id,true_label,pred_label,method,method_full,alpha_adaptive,top_tokens,text
14,4,4,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.460151126158058,"[[""Ġtortured"", 0.4727822388935361], [""Ġyou"", 0.30569319625275504], [""Ġve"", 0.09580734321151661], [""Ġram"", 0.018772490708485974], [""bl"", 0.018271585130611574], [""Ġfeel"", 0.015739626631140757], [""Ġwith"", 0.014383658241761887], [""Ġmy"", 0.013735898960033008], [""i"", 0.01371443129536546], [""ings"", 0.012598695534385564]]",i feel like i ve tortured you with my ramblings
15,3,3,Attention,attention,,"[[""Ġviolent"", 0.47820240878030823], [""Ġfeeling"", 0.47820240878030823], [""Ġtalk"", 0.019096437347125742], [""Ġcalmly"", 0.019096437347125742], [""Ġand"", 0.0020417886839817607], [""Ġthen"", 0.0020417886839817607], [""Ġfeelings"", 0.00023164903475252557], [""Ġconflict"", 8.872627754340527e-05], [""Ġsolve"", 8.872627754340527e-05], [""Ġwhat"", 6.426955997740542e-05]]",i learned new ways to solve conflict such as waiting a while until i m not seeing red and feeling violent and then calmly talk about what happened and own my feelings
15,3,3,Integrated Gradients,ig,,"[[""Ġviolent"", 0.32566001527038085], [""Ġfeeling"", 0.1293228834030969], [""Ġand"", 0.10406125575949016], [""Ġcalmly"", 0.06819446630336114], [""Ġthen"", 0.04667992666593696], [""Ġred"", 0.028567406036889804], [""Ġtalk"", 0.027777723453396068], [""Ġand"", 0.02549999344582079], [""i"", 0.024604900422898236], [""Ġlearned"", 0.020876300956863016]]",i learned new ways to solve conflict such as waiting a while until i m not seeing red and feeling violent and then calmly talk about what happened and own my feelings
15,3,3,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġviolent"", 0.43168082712414746], [""Ġfeeling"", 0.34348982671350997], [""Ġand"", 0.046429503247822836], [""Ġcalmly"", 0.04055220061645444], [""Ġtalk"", 0.022397748876335874], [""Ġthen"", 0.020654873815662327], [""Ġred"", 0.01132709435886213], [""Ġand"", 0.009949269479249335], [""i"", 0.009548727645197768], [""Ġlearned"", 0.00786636303192059]]",i learned new ways to solve conflict such as waiting a while until i m not seeing red and feeling violent and then calmly talk about what happened and own my feelings
15,3,3,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4669503437205006,"[[""Ġviolent"", 0.3968897383517893], [""Ġfeeling"", 0.29223229769503084], [""Ġand"", 0.05642323054239922], [""Ġcalmly"", 0.04526812480624792], [""Ġthen"", 0.025836132792219847], [""Ġtalk"", 0.023723993922137133], [""Ġred"", 0.015253662707464444], [""Ġand"", 0.013618579480127697], [""i"", 0.013142631268973814], [""Ġlearned"", 0.011149229616157198]]",i learned new ways to solve conflict such as waiting a while until i m not seeing red and feeling violent and then calmly talk about what happened and own my feelings
16,1,1,Attention,attention,,"[[""Ġfeel"", 0.4128230361657867], [""Ġcontent"", 0.4128230361657867], [""ed"", 0.06982115412106597], [""Ġand"", 0.06982115412106597], [""Ġthings"", 0.011476941373128689], [""Ġdon"", 0.011476941373128689], [""Ġwhen"", 0.0030823990798178446], [""Ġcalm"", 0.0030823990798178446], [""i"", 0.0021196249020876226], [""Ġt"", 0.0015266274024008084]]",i feel contented and calm when things don t go to plan
16,1,1,Integrated Gradients,ig,,"[[""Ġcontent"", 0.3931154527721789], [""Ġfeel"", 0.18863919248437494], [""ed"", 0.14523745027191212], [""Ġcalm"", 0.07374427289139333], [""i"", 0.04569096252361124], [""Ġwhen"", 0.04043155112120718], [""Ġand"", 0.03738269094339321], [""Ġplan"", 0.017056025256570653], [""Ġgo"", 0.013210607470481599], [""Ġto"", 0.012046311252880903]]",i feel contented and calm when things don t go to plan
16,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġcontent"", 0.42527045731828483], [""Ġfeel"", 0.330689424028064], [""ed"", 0.10424925031033543], [""Ġand"", 0.05436074702784539], [""Ġcalm"", 0.031027006871045065], [""i"", 0.017471628129064772], [""Ġwhen"", 0.01561811958848669], [""Ġdon"", 0.007529807205461625], [""Ġthings"", 0.006778655500738025], [""Ġplan"", 0.0030775681836209485]]",i feel contented and calm when things don t go to plan
16,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4335496160774528,"[[""Ġcontent"", 0.4016596679862918], [""Ġfeel"", 0.28583401184321866], [""ed"", 0.11254074402972927], [""Ġand"", 0.051446374200215805], [""Ġcalm"", 0.04310884462907136], [""i"", 0.026800625825818592], [""Ġwhen"", 0.024238840592844414], [""Ġdon"", 0.011788243585540826], [""Ġthings"", 0.0108683695258482], [""Ġplan"", 0.009752450223441223]]",i feel contented and calm when things don t go to plan
17,0,0,Attention,attention,,"[[""Ġdisturbed"", 0.4994260949998881], [""Ġvery"", 0.4994260949998881], [""i"", 0.0008814420124195622], [""Ġi"", 8.723930267288623e-05], [""Ġfeel"", 8.723930267288623e-05], [""Ġgirls"", 2.3030997839655607e-05], [""Ġsee"", 2.3030997839655607e-05], [""Ġhave"", 1.840059637109986e-05], [""Ġwho"", 1.840059637109986e-05], [""Ġup"", 2.1498749183522495e-06]]",i see girls who have the figure but don t bother to dress up properly i feel very disturbed
17,0,0,Integrated Gradients,ig,,"[[""Ġdisturbed"", 0.4657310339486273], [""Ġvery"", 0.13768106198648478], [""Ġfeel"", 0.10568793413007216], [""Ġproperly"", 0.04016882237244808], [""Ġi"", 0.03691820988645712], [""i"", 0.036220638953451324], [""Ġsee"", 0.021423859107621693], [""Ġup"", 0.02111478899054185], [""Ġbother"", 0.016653585062432485], [""Ġdress"", 0.015165972104343645]]",i see girls who have the figure but don t bother to dress up properly i feel very disturbed
17,0,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġdisturbed"", 0.5170198536409962], [""Ġvery"", 0.3611262481711614], [""Ġfeel"", 0.04631788620838884], [""Ġproperly"", 0.015131299810270182], [""i"", 0.013782649715500205], [""Ġi"", 0.013637620469056139], [""Ġsee"", 0.006235978653360377], [""Ġup"", 0.0060765757848990016], [""Ġbother"", 0.003955803870397834], [""Ġdress"", 0.003248839808282452]]",i see girls who have the figure but don t bother to dress up properly i feel very disturbed
17,0,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.5119375790972996,"[[""Ġdisturbed"", 0.4829808019307455], [""Ġvery"", 0.32287193843783923], [""Ġfeel"", 0.05162697006914065], [""Ġproperly"", 0.019605993293668626], [""i"", 0.01812917602421683], [""Ġi"", 0.01806305196999077], [""Ġsee"", 0.010467970974422439], [""Ġup"", 0.010306435633334604], [""Ġbother"", 0.008128449817542922], [""Ġdress"", 0.007402375324427209]]",i see girls who have the figure but don t bother to dress up properly i feel very disturbed
18,0,5,Attention,attention,,"[[""Ġludicrous"", 0.4983951351664749], [""Ġbeing"", 0.4983951351664749], [""Ġscene"", 0.001108463550296284], [""Ġwith"", 0.001108463550296284], [""Ġthis"", 0.00019772120715419263], [""Ġpoint"", 0.00019772120715419263], [""Ġhim"", 0.0001761982990464521], [""Ġat"", 0.0001761982990464521], [""Ġwould"", 5.512125241548204e-05], [""Ġfeel"", 5.512125241548204e-05]]",i would feel ludicrous being in a scene with him at this point
18,0,5,Integrated Gradients,ig,,"[[""Ġludicrous"", 0.42973409120297074], [""Ġbeing"", 0.15328925032285548], [""Ġfeel"", 0.15325050913139324], [""i"", 0.05633700761530225], [""Ġscene"", 0.044480644851232355], [""Ġin"", 0.04024625886738456], [""Ġa"", 0.02941289851455096], [""Ġwould"", 0.02418841634951391], [""Ġpoint"", 0.021826811052520354], [""Ġwith"", 0.02139806235221521]]",i would feel ludicrous being in a scene with him at this point
18,0,5,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġludicrous"", 0.48668776378023004], [""Ġbeing"", 0.36386474067669966], [""Ġfeel"", 0.06469060247029072], [""i"", 0.021622945896813184], [""Ġscene"", 0.016997038965383605], [""Ġin"", 0.014478939682028555], [""Ġa"", 0.009665733312653841], [""Ġwould"", 0.00734897745362738], [""Ġwith"", 0.0067415661030942285], [""Ġpoint"", 0.006385332078471894]]",i would feel ludicrous being in a scene with him at this point
18,0,5,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4102153177990616,"[[""Ġludicrous"", 0.45789990317287493], [""Ġbeing"", 0.2948569705483072], [""Ġfeel"", 0.09040741440726786], [""i"", 0.03324283382957838], [""Ġscene"", 0.026688711715230348], [""Ġin"", 0.023756194466370464], [""Ġa"", 0.017366844473506254], [""Ġwould"", 0.014288569031719144], [""Ġwith"", 0.013074958131670578], [""Ġpoint"", 0.012954227087899017]]",i would feel ludicrous being in a scene with him at this point
19,0,0,Attention,attention,,"[[""Ġfeel"", 0.49948042265875553], [""Ġdisturbed"", 0.49948042265875553], [""Ġthat"", 0.0002214746764614767], [""Ġwe"", 0.0002214746764614767], [""Ġwhen"", 6.591770169831488e-05], [""Ġtechnique"", 6.591770169831488e-05], [""i"", 6.236744956185776e-05], [""Ġabout"", 4.328848174016327e-05], [""Ġthis"", 4.328848174016327e-05], [""Ġonly"", 3.259270838081641e-05]]",i feel disturbed that we only hear about this technique when the drug companies haven t been able to produce enough vaccine
19,0,0,Integrated Gradients,ig,,"[[""Ġdisturbed"", 0.485548153157175], [""Ġfeel"", 0.1662324550286792], [""Ġthat"", 0.15575914982655384], [""i"", 0.02518547128897091], [""Ġhear"", 0.024847160393321993], [""Ġonly"", 0.02371640510274415], [""Ġabout"", 0.010987278765920731], [""Ġbeen"", 0.010746825004320256], [""Ġable"", 0.010387176666921016], [""Ġt"", 0.009212094132328773]]",i feel disturbed that we only hear about this technique when the drug companies haven t been able to produce enough vaccine
19,0,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġdisturbed"", 0.5104631098825454], [""Ġfeel"", 0.37078499862318315], [""Ġthat"", 0.06655691327785163], [""i"", 0.009344638823781], [""Ġhear"", 0.009178781357825513], [""Ġonly"", 0.00868415561843926], [""Ġabout"", 0.0031224794685404925], [""Ġbeen"", 0.003004473368555178], [""Ġable"", 0.002848216973049398], [""Ġt"", 0.0023331367861459396]]",i feel disturbed that we only hear about this technique when the drug companies haven t been able to produce enough vaccine
19,0,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4665006298369986,"[[""Ġdisturbed"", 0.49204756565472113], [""Ġfeel"", 0.3216928418200095], [""Ġthat"", 0.08320072640565328], [""i"", 0.013465527524426271], [""Ġhear"", 0.013271148939164102], [""Ġonly"", 0.012667891703832342], [""Ġabout"", 0.0058819004054205025], [""Ġbeen"", 0.0057436504323982885], [""Ġable"", 0.0055526055926879], [""Ġt"", 0.004924872478821119]]",i feel disturbed that we only hear about this technique when the drug companies haven t been able to produce enough vaccine
20,0,0,Attention,attention,,"[[""Ġweep"", 0.43691180673238034], [""y"", 0.43691180673238034], [""Ġfeeling"", 0.0622664959543604], [""Ġwas"", 0.0622664959543604], [""Ġit"", 0.0007297033133831298], [""Ġabout"", 0.0007297033133831298], [""Ġall"", 9.014978420574504e-05], [""Ġday"", 9.014978420574504e-05], [""i"", 3.688431340768668e-06]]",i was feeling weepy about it all day
20,0,0,Integrated Gradients,ig,,"[[""Ġweep"", 0.364451525294274], [""y"", 0.30808515597584823], [""Ġfeeling"", 0.1631693407239627], [""Ġabout"", 0.05749934621788054], [""i"", 0.033549849450913764], [""Ġwas"", 0.030551610948326535], [""Ġday"", 0.019353262143145505], [""Ġall"", 0.012717248446774009], [""Ġit"", 0.010622660798874767]]",i was feeling weepy about it all day
20,0,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġweep"", 0.4186464565325063], [""y"", 0.39371650725053636], [""Ġfeeling"", 0.1048278966829902], [""Ġwas"", 0.04617318258353425], [""Ġabout"", 0.021168436309136833], [""i"", 0.010140331143993805], [""Ġday"", 0.003913284747286872], [""Ġall"", 0.000978281359887218], [""Ġit"", 0.00043562339012810094]]",i was feeling weepy about it all day
20,0,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.45326184417840165,"[[""Ġweep"", 0.39729500608859597], [""y"", 0.3664773612770808], [""Ġfeeling"", 0.11743393122084575], [""Ġwas"", 0.04492675821406738], [""Ġabout"", 0.03176783318163872], [""i"", 0.018344654642076495], [""Ġday"", 0.010622028310716708], [""Ġall"", 0.006993866420355687], [""Ġit"", 0.006138560644622303]]",i was feeling weepy about it all day
21,1,1,Attention,attention,,"[[""Ġsure"", 0.40554716501849347], [""Ġmake"", 0.40554716501849347], [""Ġamazing"", 0.036798810491898315], [""Ġlike"", 0.02885257950597478], [""Ġi"", 0.02885257950597478], [""Ġreal"", 0.016593413106678324], [""Ġits"", 0.016593413106678324], [""Ġbecause"", 0.010631221294878621], [""Ġthe"", 0.010631221294878621], [""Ġto"", 0.004987573357905595]]",i keep feeling like i should pinch myself to make sure its real because the sheer quantity of awesomeness im about to receive is amazing
21,1,1,Integrated Gradients,ig,,"[[""Ġsure"", 0.3691550380783257], [""Ġmake"", 0.16648308982233642], [""Ġits"", 0.10002539409264972], [""Ġamazing"", 0.06988542616946758], [""Ġfeeling"", 0.04111581338332629], [""Ġlike"", 0.03493506786796515], [""Ġis"", 0.02660951112916487], [""Ġto"", 0.019079728389206782], [""i"", 0.01906928336164032], [""Ġi"", 0.016979340934528034]]",i keep feeling like i should pinch myself to make sure its real because the sheer quantity of awesomeness im about to receive is amazing
21,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġsure"", 0.39967907568524047], [""Ġmake"", 0.3134403278840351], [""Ġits"", 0.051597259041732596], [""Ġamazing"", 0.050905666689953596], [""Ġlike"", 0.031262302352014305], [""Ġi"", 0.023621978074654753], [""Ġfeeling"", 0.018813234223612686], [""Ġreal"", 0.015668757472834378], [""Ġis"", 0.011931191699130086], [""Ġto"", 0.010184899079133568]]",i keep feeling like i should pinch myself to make sure its real because the sheer quantity of awesomeness im about to receive is amazing
21,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4630598356824822,"[[""Ġsure"", 0.3860067703993758], [""Ġmake"", 0.27718406120025346], [""Ġits"", 0.061391394686621824], [""Ġamazing"", 0.05456434335052292], [""Ġlike"", 0.03211851180652128], [""Ġfeeling"", 0.023809302514335145], [""Ġi"", 0.022477360836441074], [""Ġreal"", 0.016054037896548246], [""Ġis"", 0.01547318484654668], [""Ġto"", 0.012554217396000388]]",i keep feeling like i should pinch myself to make sure its real because the sheer quantity of awesomeness im about to receive is amazing
22,5,5,Attention,attention,,"[[""Ġoverwhelmed"", 0.4397975213261179], [""Ġby"", 0.4397975213261179], [""Ġthe"", 0.03805213244953304], [""Ġwriting"", 0.03805213244953304], [""Ġtask"", 0.01164507259818225], [""Ġbefore"", 0.01164507259818225], [""Ġfeel"", 0.008836522928297551], [""Ġoften"", 0.008836522928297551], [""Ġme"", 0.0028907777161720654], [""i"", 0.00044672367956649525]]",i often feel overwhelmed by the writing task before me
22,5,5,Integrated Gradients,ig,,"[[""Ġoverwhelmed"", 0.4267413056337581], [""Ġfeel"", 0.1541174577739998], [""Ġby"", 0.1124876599117986], [""i"", 0.07557292647129372], [""Ġoften"", 0.07412352310344045], [""Ġwriting"", 0.04588225495813833], [""Ġtask"", 0.03439923926166768], [""Ġbefore"", 0.02969918569063094], [""Ġthe"", 0.029543568270345398], [""Ġme"", 0.017432878924926985]]",i often feel overwhelmed by the writing task before me
22,5,5,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġoverwhelmed"", 0.46308461628161723], [""Ġby"", 0.31084307430694735], [""Ġfeel"", 0.07127390518170125], [""Ġwriting"", 0.03644691655793388], [""Ġoften"", 0.032520496498442956], [""Ġthe"", 0.028531568911048046], [""i"", 0.028166198258749366], [""Ġtask"", 0.014968586313691471], [""Ġbefore"", 0.012691624971288226], [""Ġme"", 0.0014730127185802666]]",i often feel overwhelmed by the writing task before me
22,5,5,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.3862524681078021,"[[""Ġoverwhelmed"", 0.43178430116907995], [""Ġby"", 0.2389119017191021], [""Ġfeel"", 0.09800233812083851], [""Ġoften"", 0.04890625815043699], [""i"", 0.04655524522342183], [""Ġwriting"", 0.04285785081360308], [""Ġthe"", 0.03283002218461026], [""Ġtask"", 0.02561038622816016], [""Ġbefore"", 0.02272573994917525], [""Ġme"", 0.011815956441571945]]",i often feel overwhelmed by the writing task before me
23,0,0,Attention,attention,,"[[""Ġunpleasant"", 0.43541332983970377], [""Ġor"", 0.43541332983970377], [""Ġjustification"", 0.06304622203538882], [""Ġa"", 0.06304622203538882], [""Ġto"", 0.00048655434282476607], [""Ġobligated"", 0.00048655434282476607], [""Ġits"", 0.000485778824819327], [""Ġif"", 0.000485778824819327], [""Ġexplanation"", 0.00022120442906439438], [""Ġeven"", 0.00022120442906439438]]",i love you and essentially go back on it youre obligated to probe your feelings for a justification or an explanation even if its unpleasant or even agonizing
23,0,0,Integrated Gradients,ig,,"[[""Ġunpleasant"", 0.2552226083141573], [""Ġfeelings"", 0.10995830355905319], [""Ġor"", 0.10385361218553882], [""Ġits"", 0.09417337864814838], [""Ġjustification"", 0.040810806086204215], [""Ġyour"", 0.031571856163071704], [""Ġprobe"", 0.029691207404041922], [""i"", 0.029356833117035745], [""Ġobligated"", 0.026639919027283177], [""Ġagon"", 0.026439165475998335]]",i love you and essentially go back on it youre obligated to probe your feelings for a justification or an explanation even if its unpleasant or even agonizing
23,0,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġunpleasant"", 0.3737633446772532], [""Ġor"", 0.3061070770011051], [""Ġjustification"", 0.054503647012897935], [""Ġfeelings"", 0.04761357450674816], [""Ġa"", 0.04584369470696352], [""Ġits"", 0.040817544670326646], [""Ġyour"", 0.012550300266625312], [""Ġprobe"", 0.011709720761575147], [""i"", 0.011671611064399944], [""Ġobligated"", 0.010633084822329194]]",i love you and essentially go back on it youre obligated to probe your feelings for a justification or an explanation even if its unpleasant or even agonizing
23,0,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4607841391641777,"[[""Ġunpleasant"", 0.3382516348176782], [""Ġor"", 0.256631071266331], [""Ġfeelings"", 0.05931601586484684], [""Ġjustification"", 0.051056533083306654], [""Ġits"", 0.05100361861319773], [""Ġa"", 0.040609161216422746], [""Ġyour"", 0.017027704180311333], [""Ġprobe"", 0.01601362854078127], [""i"", 0.015918835096578512], [""Ġobligated"", 0.014588863394908199]]",i love you and essentially go back on it youre obligated to probe your feelings for a justification or an explanation even if its unpleasant or even agonizing
